Source,Target
hCoV-19/Canada/QC-LSPQ-L00235815/2020|EPI_ISL_536110|2020-03-24,hCoV-19/Canada/QC_AB2/2020|EPI_ISL_444500|2020-04-07
hCoV-19/Canada/QC_AB2/2020|EPI_ISL_444500|2020-04-07,hCoV-19/Canada/QC_AC6.1/2020|EPI_ISL_463904|2020-04-05
hCoV-19/Canada/QC-LSPQ-L00243673/2020|EPI_ISL_536369|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00237503/2020|EPI_ISL_536183|2020-03-25
hCoV-19/Canada/NB_6/2020|EPI_ISL_418811|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00243673/2020|EPI_ISL_536369|2020-03-31
hCoV-19/Canada/QC-LSPQ-L00216432/2020|EPI_ISL_535748|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00213981/2020|EPI_ISL_535722|2020-03-10
hCoV-19/Canada/QC-LSPQ-L00216432/2020|EPI_ISL_535748|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00214237/2020|EPI_ISL_535726|2020-03-11
hCoV-19/Canada/QC-LSPQ-L00214237/2020|EPI_ISL_535726|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00236403/2020|EPI_ISL_536128|2020-03-24
1371,hCoV-19/Canada/QC-LSPQ-L00216432/2020|EPI_ISL_535748|2020-03-12
1475,hCoV-19/Canada/QC-LSPQ-L00212401/2020|EPI_ISL_535717|2020-03-01
1243,hCoV-19/Canada/MB_10/2020|EPI_ISL_418813|2020-03-13
1206,hCoV-19/Canada/ON_QGLO-01/2020|EPI_ISL_459866|2020-03-18
1206,hCoV-19/Canada/QC-LSPQ-L00220369/2020|EPI_ISL_535798|2020-03-15
hCoV-19/Canada/MB_10/2020|EPI_ISL_418813|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00216731/2020|EPI_ISL_535752|2020-03-13
1243,hCoV-19/Canada/ON-OICR-SLB2817/2020|EPI_ISL_538345|2020-04-02
hCoV-19/Canada/ON-OICR-SLB2817/2020|EPI_ISL_538345|2020-04-02,hCoV-19/Canada/ON_QGLO-012/2020|EPI_ISL_459872|2020-03-26
hCoV-19/Canada/ON-OICR-SLB2817/2020|EPI_ISL_538345|2020-04-02,hCoV-19/Canada/QC-LSPQ-L00230351/2020|EPI_ISL_535916|2020-03-21
1306,hCoV-19/Canada/ON-OICR-SLB2790/2020|EPI_ISL_538324|2020-03-25
hCoV-19/Canada/ON-OICR-SLB2790/2020|EPI_ISL_538324|2020-03-25,hCoV-19/Canada/Qc-L00241319/2020|EPI_ISL_465702|2020-03-27
hCoV-19/Canada/QC-LSPQ-L00225515/2020|EPI_ISL_535832|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00219966/2020|EPI_ISL_535796|2020-03-15
hCoV-19/Canada/QC-LSPQ-L00219966/2020|EPI_ISL_535796|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00232955/2020|EPI_ISL_536005|2020-03-22
hCoV-19/Canada/QC-LSPQ-L00219966/2020|EPI_ISL_535796|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00222575/2020|EPI_ISL_535817|2020-03-15
1306,hCoV-19/Canada/QC-LSPQ-L00225515/2020|EPI_ISL_535832|2020-03-17
1122,hCoV-19/Canada/QC-LSPQ-L00232952/2020|EPI_ISL_536004|2020-03-23
1122,hCoV-19/Canada/Qc-L00240642/2020|EPI_ISL_465681|2020-03-27
hCoV-19/Canada/QC-LSPQ-L00225515/2020|EPI_ISL_535832|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00233867/2020|EPI_ISL_536044|2020-03-23
1081,hCoV-19/Canada/QC-LSPQ-L00234865/2020|EPI_ISL_536073|2020-03-22
1071,hCoV-19/Canada/NB-209/2020|EPI_ISL_479628|2020-03-29
1071,hCoV-19/Canada/NB-233/2020|EPI_ISL_479646|2020-03-24
1010,hCoV-19/Canada/NB_247/2020|EPI_ISL_481745|2020-03-31
1038,hCoV-19/Canada/QC-LSPQ-L00241900/2020|EPI_ISL_536292|2020-03-28
1038,hCoV-19/Canada/QC-LSPQ-L00241945/2020|EPI_ISL_536297|2020-03-28
hCoV-19/Canada/QC-LSPQ-L00229741/2020|EPI_ISL_535902|2020-03-21,hCoV-19/Canada/NB-237/2020|EPI_ISL_479650|2020-03-31
1411,hCoV-19/Canada/QC-LSPQ-L00229741/2020|EPI_ISL_535902|2020-03-21
hCoV-19/Canada/ON-OICR-SLB2821/2020|EPI_ISL_538349|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2820/2020|EPI_ISL_538348|2020-04-02
1070,hCoV-19/Canada/ON-OICR-SLB2821/2020|EPI_ISL_538349|2020-04-02
1070,hCoV-19/Canada/QC-LSPQ-L00243347/2020|EPI_ISL_536360|2020-03-30
1393,hCoV-19/Canada/ON-UHTC_0050/2020|EPI_ISL_464036|2020-04-08
1411,hCoV-19/Canada/QC-LSPQ-L00229172/2020|EPI_ISL_535886|2020-03-20
hCoV-19/Canada/QC-LSPQ-L00229172/2020|EPI_ISL_535886|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229288/2020|EPI_ISL_535888|2020-03-20
hCoV-19/Canada/NB_277/2020|EPI_ISL_481758|2020-04-13,hCoV-19/Canada/NB-222/2020|EPI_ISL_479638|2020-03-25
1238,hCoV-19/Canada/NB_277/2020|EPI_ISL_481758|2020-04-13
1238,hCoV-19/Canada/QC-LSPQ-L00235965/2020|EPI_ISL_536115|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00235965/2020|EPI_ISL_536115|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00237888/2020|EPI_ISL_536199|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,hCoV-19/Canada/ON-OICR-SLB2869/2020|EPI_ISL_538386|2020-04-11
hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31
hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00215798/2020|EPI_ISL_535737|2020-03-12
hCoV-19/Canada/QC-LSPQ-L00243675/2020|EPI_ISL_536370|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00221340/2020|EPI_ISL_535807|2020-03-15
hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218269/2020|EPI_ISL_535773|2020-03-14
1408,hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14
hCoV-19/Canada/QC-LSPQ-L00218310/2020|EPI_ISL_535775|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218268/2020|EPI_ISL_535772|2020-03-14
1129,hCoV-19/Canada/NB-221/2020|EPI_ISL_479637|2020-03-26
hCoV-19/Canada/NB-221/2020|EPI_ISL_479637|2020-03-26,hCoV-19/Canada/ON-OICR-SLB2798/2020|EPI_ISL_538330|2020-03-28
1129,hCoV-19/Canada/Qc-L00240569/2020|EPI_ISL_465679|2020-03-27
1435,hCoV-19/Canada/ON-UHTC_0036/2020|EPI_ISL_464047|2020-04-06
hCoV-19/Canada/ON-UHTC_0036/2020|EPI_ISL_464047|2020-04-06,hCoV-19/Canada/QC-LSPQ-L00242900/2020|EPI_ISL_536340|2020-03-30
1078,hCoV-19/Canada/QC-LSPQ-L00235218/2020|EPI_ISL_536090|2020-03-24
1078,hCoV-19/Canada/QC-LSPQ-L00242891/2020|EPI_ISL_536339|2020-03-30
1363,hCoV-19/Canada/ON_MU-S284/2020|EPI_ISL_463976|2020-03-28
1084,hCoV-19/Canada/QC-LSPQ-L00230482/2020|EPI_ISL_535921|2020-03-22
1334,hCoV-19/Canada/ON_MU-S29/2020|EPI_ISL_463977|2020-03-16
1261,hCoV-19/Canada/QC-LSPQ-L00230110/2020|EPI_ISL_535910|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230110/2020|EPI_ISL_535910|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00235639/2020|EPI_ISL_536104|2020-03-24
1068,hCoV-19/Canada/QC-LSPQ-L00241924/2020|EPI_ISL_536296|2020-03-28
hCoV-19/Canada/QC-LSPQ-L00241924/2020|EPI_ISL_536296|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241948/2020|EPI_ISL_536298|2020-03-28
970,hCoV-19/Canada/ON-OICR-SLB2865/2020|EPI_ISL_538382|2020-04-10
970,hCoV-19/Canada/ON-OICR-SLB2866/2020|EPI_ISL_538383|2020-04-10
1021,hCoV-19/Canada/ON-OICR-SLB2867/2020|EPI_ISL_538384|2020-04-10
1280,hCoV-19/Canada/QC-LSPQ-L00235800/2020|EPI_ISL_536108|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00235800/2020|EPI_ISL_536108|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00232723/2020|EPI_ISL_535994|2020-03-22
1426,hCoV-19/Canada/QC-LSPQ-L00217024/2020|EPI_ISL_535756|2020-03-13
1360,hCoV-19/Canada/QC-LSPQ-L00236367/2020|EPI_ISL_536124|2020-03-24
1406,hCoV-19/Canada/QC-LSPQ-L00236439/2020|EPI_ISL_536131|2020-03-24
992,hCoV-19/Canada/QC_AK5/2020|EPI_ISL_463919|2020-04-08
1433,hCoV-19/Canada/QC-LSPQ-L00236430/2020|EPI_ISL_536130|2020-03-24
1209,hCoV-19/Canada/QC-LSPQ-L00243875/2020|EPI_ISL_536383|2020-03-31
1104,hCoV-19/Canada/NB_261/2020|EPI_ISL_481752|2020-04-05
1019,hCoV-19/Canada/NB_264/2020|EPI_ISL_481754|2020-04-07
1019,hCoV-19/Canada/ON-UHTC_0139/2020|EPI_ISL_526275|2020-05-31
1291,hCoV-19/Canada/QC-LSPQ-L00236396/2020|EPI_ISL_536127|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00215977/2020|EPI_ISL_535742|2020-03-12,hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25
hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00215981/2020|EPI_ISL_535743|2020-03-12
hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00214023/2020|EPI_ISL_535723|2020-03-10
1339,hCoV-19/Canada/QC-LSPQ-L00214050/2020|EPI_ISL_535724|2020-03-10
hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00217534/2020|EPI_ISL_535763|2020-03-13
hCoV-19/Canada/QC-LSPQ-L00214488/2020|EPI_ISL_535727|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00215977/2020|EPI_ISL_535742|2020-03-12
hCoV-19/Canada/QC-LSPQ-L00215977/2020|EPI_ISL_535742|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00219618/2020|EPI_ISL_535794|2020-03-14
hCoV-19/Canada/QC-LSPQ-L00241862/2020|EPI_ISL_536291|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00234333/2020|EPI_ISL_536051|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00219618/2020|EPI_ISL_535794|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00241862/2020|EPI_ISL_536291|2020-03-28
1443,hCoV-19/Canada/QC-LSPQ-L00214488/2020|EPI_ISL_535727|2020-03-11
1290,hCoV-19/Canada/QC-LSPQ-L00217032/2020|EPI_ISL_535757|2020-03-13
1374,hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01
980,hCoV-19/Canada/ON-UHTC_0035/2020|EPI_ISL_464033|2020-04-07
hCoV-19/Canada/ON-UHTC_0035/2020|EPI_ISL_464033|2020-04-07,hCoV-19/Canada/ON-UHTC_0042/2020|EPI_ISL_464041|2020-04-20
hCoV-19/Canada/ON-UHTC_0042/2020|EPI_ISL_464041|2020-04-20,hCoV-19/Canada/ON-UHTC_0070/2020|EPI_ISL_464022|2020-04-12
980,hCoV-19/Canada/ON-UHTC_0057/2020|EPI_ISL_464042|2020-04-09
983,hCoV-19/Canada/ON-UHTC_0063/2020|EPI_ISL_464007|2020-04-12
973,hCoV-19/Canada/ON-UHTC_0078/2020|EPI_ISL_463995|2020-04-17
966,hCoV-19/Canada/ON-UHTC_0074/2020|EPI_ISL_464062|2020-04-24
964,hCoV-19/Canada/ON-UHTC_0123/2020|EPI_ISL_526268|2020-05-20
980,hCoV-19/Canada/ON-UHTC_0061/2020|EPI_ISL_464001|2020-04-06
hCoV-19/Canada/QC-LSPQ-L00232113/2020|EPI_ISL_535979|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232098/2020|EPI_ISL_535976|2020-03-22
hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01,hCoV-19/Canada/QC-LSPQ-L00232113/2020|EPI_ISL_535979|2020-03-22
hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01,hCoV-19/Canada/QC-LSPQ-L00233357/2020|EPI_ISL_536020|2020-03-23
1298,hCoV-19/Canada/QC-LSPQ-L00225500/2020|EPI_ISL_535831|2020-03-18
1005,hCoV-19/Canada/QC-LSPQ-L00228787/2020|EPI_ISL_535876|2020-03-20
hCoV-19/Canada/Qc-L00240587/2020|EPI_ISL_450303|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241514/2020|EPI_ISL_536283|2020-03-28
1005,hCoV-19/Canada/Qc-L00240587/2020|EPI_ISL_450303|2020-03-27
1005,hCoV-19/Canada/QC-LSPQ-L00243761/2020|EPI_ISL_536378|2020-03-31
1005,hCoV-19/Canada/QC-LSPQ-L00241907/2020|EPI_ISL_536294|2020-03-28
hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00228790/2020|EPI_ISL_535877|2020-03-20
hCoV-19/Canada/QC-LSPQ-L00225500/2020|EPI_ISL_535831|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30
hCoV-19/Canada/QC-LSPQ-L00234621/2020|EPI_ISL_536063|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233422/2020|EPI_ISL_536023|2020-03-23
1271,hCoV-19/Canada/QC-LSPQ-L00234621/2020|EPI_ISL_536063|2020-03-23
1473,hCoV-19/Canada/QC-LSPQ-L00213312/2020|EPI_ISL_535719|2020-03-01
hCoV-19/Canada/QC-LSPQ-L00236620/2020|EPI_ISL_536144|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00216190/2020|EPI_ISL_535744|2020-03-12
1259,hCoV-19/Canada/QC-LSPQ-L00227481/2020|EPI_ISL_535863|2020-03-19
1269,hCoV-19/Canada/QC-LSPQ-L00234639/2020|EPI_ISL_536065|2020-03-23
1269,hCoV-19/Canada/QC-LSPQ-L00236943/2020|EPI_ISL_536154|2020-03-25
1135,hCoV-19/Canada/QC-LSPQ-L00236620/2020|EPI_ISL_536144|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00229554/2020|EPI_ISL_535896|2020-03-20
hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00230796/2020|EPI_ISL_535932|2020-03-21
1135,hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25
hCoV-19/Canada/QC-LSPQ-L00236536/2020|EPI_ISL_536134|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00234887/2020|EPI_ISL_536079|2020-03-23
1193,hCoV-19/Canada/QC-LSPQ-L00236536/2020|EPI_ISL_536134|2020-03-24
1135,hCoV-19/Canada/QC-LSPQ-L00232511/2020|EPI_ISL_535988|2020-03-22
hCoV-19/Canada/QC-LSPQ-L00232511/2020|EPI_ISL_535988|2020-03-22,hCoV-19/Canada/Qc-L00241192/2020|EPI_ISL_450312|2020-03-27
hCoV-19/Canada/QC-LSPQ-L00217559/2020|EPI_ISL_535764|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00217527/2020|EPI_ISL_535762|2020-03-13
hCoV-19/Canada/QC-LSPQ-L00217527/2020|EPI_ISL_535762|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00221852/2020|EPI_ISL_535811|2020-03-15
hCoV-19/Canada/QC-LSPQ-L00221852/2020|EPI_ISL_535811|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00226167/2020|EPI_ISL_535844|2020-03-17
1373,hCoV-19/Canada/QC-LSPQ-L00217559/2020|EPI_ISL_535764|2020-03-12
hCoV-19/Canada/QC-LSPQ-L00217559/2020|EPI_ISL_535764|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00233115/2020|EPI_ISL_536009|2020-03-22
1373,hCoV-19/Canada/QC-LSPQ-L00230720/2020|EPI_ISL_535929|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230720/2020|EPI_ISL_535929|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230787/2020|EPI_ISL_535931|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00236212/2020|EPI_ISL_536120|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00230813/2020|EPI_ISL_535934|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230813/2020|EPI_ISL_535934|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00234442/2020|EPI_ISL_536054|2020-03-23
1198,hCoV-19/Canada/QC-LSPQ-L00230821/2020|EPI_ISL_535935|2020-03-21
1204,hCoV-19/Canada/QC-LSPQ-L00231416/2020|EPI_ISL_535955|2020-03-22
1289,hCoV-19/Canada/QC-LSPQ-L00232239/2020|EPI_ISL_535982|2020-03-22
1125,hCoV-19/Canada/QC-LSPQ-L00234347/2020|EPI_ISL_536052|2020-03-23
1098,hCoV-19/Canada/QC-LSPQ-L00232601/2020|EPI_ISL_535989|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230720/2020|EPI_ISL_535929|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00236212/2020|EPI_ISL_536120|2020-03-24
1373,hCoV-19/Canada/QC-LSPQ-L00219039/2020|EPI_ISL_535787|2020-03-14
1053,hCoV-19/Canada/QC-LSPQ-L00236922/2020|EPI_ISL_536152|2020-03-25
1373,hCoV-19/Canada/QC-LSPQ-L00230798/2020|EPI_ISL_535933|2020-03-21
1147,hCoV-19/Canada/QC-LSPQ-L00233003/2020|EPI_ISL_536006|2020-03-22
1147,hCoV-19/Canada/QC-LSPQ-L00237011/2020|EPI_ISL_536157|2020-03-25
1323,hCoV-19/Canada/QC-LSPQ-L00236905/2020|EPI_ISL_536151|2020-03-25
1226,hCoV-19/Canada/QC-LSPQ-L00234302/2020|EPI_ISL_536050|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00232941/2020|EPI_ISL_536002|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232097/2020|EPI_ISL_535975|2020-03-22
hCoV-19/Canada/QC-LSPQ-L00232097/2020|EPI_ISL_535975|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00234877/2020|EPI_ISL_536076|2020-03-23
1162,hCoV-19/Canada/QC-LSPQ-L00232107/2020|EPI_ISL_535978|2020-03-22
1373,hCoV-19/Canada/QC-LSPQ-L00232941/2020|EPI_ISL_536002|2020-03-22
1115,hCoV-19/Canada/QC-LSPQ-L00217586/2020|EPI_ISL_535766|2020-03-13
1115,hCoV-19/Canada/QC-LSPQ-L00243603/2020|EPI_ISL_536365|2020-03-29
hCoV-19/Canada/QC-LSPQ-L00243603/2020|EPI_ISL_536365|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00243607/2020|EPI_ISL_536366|2020-03-29
1115,hCoV-19/Canada/QC-LSPQ-L00218477/2020|EPI_ISL_535783|2020-03-14
1272,hCoV-19/Canada/QC-LSPQ-L00226142/2020|EPI_ISL_535842|2020-03-17
hCoV-19/Canada/QC-LSPQ-L00226142/2020|EPI_ISL_535842|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00237886/2020|EPI_ISL_536198|2020-03-25
1272,hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18
hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00228149/2020|EPI_ISL_535871|2020-03-19
hCoV-19/Canada/QC-LSPQ-L00228149/2020|EPI_ISL_535871|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00230895/2020|EPI_ISL_535938|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00234652/2020|EPI_ISL_536066|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00228950/2020|EPI_ISL_535881|2020-03-20
hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00235107/2020|EPI_ISL_536086|2020-03-23
1314,hCoV-19/Canada/QC-LSPQ-L00243864/2020|EPI_ISL_536381|2020-03-31
hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00233038/2020|EPI_ISL_536007|2020-03-22
hCoV-19/Canada/QC-LSPQ-L00233038/2020|EPI_ISL_536007|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00244160/2020|EPI_ISL_536390|2020-03-31
hCoV-19/Canada/QC-LSPQ-L00235607/2020|EPI_ISL_536102|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29
hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00243054/2020|EPI_ISL_536347|2020-03-30
1065,hCoV-19/Canada/QC_AY8/2020|EPI_ISL_463956|2020-04-12
1292,hCoV-19/Canada/QC-LSPQ-L00235607/2020|EPI_ISL_536102|2020-03-24
1111,hCoV-19/Canada/QC-LSPQ-L00235424/2020|EPI_ISL_536097|2020-03-24
1063,hCoV-19/Canada/QC-LSPQ-L00236215/2020|EPI_ISL_536121|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11,hCoV-19/Canada/BC_0443574/2020|EPI_ISL_418816|2020-03-11
hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21,hCoV-19/Canada/MB_38/2020|EPI_ISL_429819|2020-03-18
hCoV-19/Canada/MB_38/2020|EPI_ISL_429819|2020-03-18,hCoV-19/Canada/ON-UHTC_0049/2020|EPI_ISL_464013|2020-04-05
hCoV-19/Canada/QC-LSPQ-L00233527/2020|EPI_ISL_536026|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233169/2020|EPI_ISL_536010|2020-03-22
hCoV-19/Canada/ON-UHTC_0049/2020|EPI_ISL_464013|2020-04-05,hCoV-19/Canada/QC-LSPQ-L00233527/2020|EPI_ISL_536026|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00229319/2020|EPI_ISL_535889|2020-03-20
hCoV-19/Canada/BC_0443574/2020|EPI_ISL_418816|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21
hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00240552/2020|EPI_ISL_536274|2020-03-27
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11
hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11,hCoV-19/Canada/BC_3989992/2020|EPI_ISL_418823|2020-03-09
hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00216993/2020|EPI_ISL_535755|2020-03-13
hCoV-19/Canada/QC-LSPQ-L00235020/2020|EPI_ISL_536083|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00234287/2020|EPI_ISL_536049|2020-03-23
1202,hCoV-19/Canada/QC-LSPQ-L00235020/2020|EPI_ISL_536083|2020-03-24
1202,hCoV-19/Canada/QC-LSPQ-L00234574/2020|EPI_ISL_536059|2020-03-23
1191,hCoV-19/Canada/QC-LSPQ-L00236582/2020|EPI_ISL_536139|2020-03-24
1237,hCoV-19/Canada/QC-LSPQ-L00234577/2020|EPI_ISL_536060|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00234602/2020|EPI_ISL_536061|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00236558/2020|EPI_ISL_536137|2020-03-24
hCoV-19/Canada/QC-LSPQ-L00216993/2020|EPI_ISL_535755|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00234602/2020|EPI_ISL_536061|2020-03-23
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,hCoV-19/Canada/QC-LSPQ-L00232271/2020|EPI_ISL_535983|2020-03-22
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,hCoV-19/Canada/BC_1318414/2020|EPI_ISL_418818|2020-03-06
hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05,hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,hCoV-19/Canada/ON_QGLO-023/2020|EPI_ISL_459879|2020-03-28
1464,hCoV-19/Canada/BC_0554880/2020|EPI_ISL_418817|2020-03-13
1398,hCoV-19/Canada/BC_6981299/2020|EPI_ISL_418841|2020-03-11
1452,hCoV-19/Canada/BC_3842755/2020|EPI_ISL_418820|2020-03-09
1463,hCoV-19/Canada/BC_3808524/2020|EPI_ISL_418819|2020-03-09
hCoV-19/Canada/BC_3808524/2020|EPI_ISL_418819|2020-03-09,hCoV-19/Canada/BC_8622445/2020|EPI_ISL_418851|2020-03-13
hCoV-19/Canada/QC-LSPQ-L00235855/2020|EPI_ISL_536112|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235849/2020|EPI_ISL_536111|2020-03-23
hCoV-19/Canada/BC_8622445/2020|EPI_ISL_418851|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00235855/2020|EPI_ISL_536112|2020-03-23
hCoV-19/Canada/QC-LSPQ-L00229136/2020|EPI_ISL_535885|2020-03-19,hCoV-19/Canada/BC_8150537/2020|EPI_ISL_418847|2020-03-12
hCoV-19/Canada/BC_3808524/2020|EPI_ISL_418819|2020-03-09,hCoV-19/Canada/QC-LSPQ-L00229136/2020|EPI_ISL_535885|2020-03-19
1482,hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05
hCoV-19/Canada/NB_54/2020|EPI_ISL_482471|2020-03-17,hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12
hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00217098/2020|EPI_ISL_535759|2020-03-13
hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00217092/2020|EPI_ISL_535758|2020-03-13
