Id,Label,Region
hCoV-19/Canada/NB_274/2020|EPI_ISL_481757|2020-04-11,hCoV-19/Canada/NB_274/2020|EPI_ISL_481757|2020-04-11,NB
hCoV-19/Canada/NB-231/2020|EPI_ISL_479644|2020-03-24,hCoV-19/Canada/NB-231/2020|EPI_ISL_479644|2020-03-24,NB
1239,1239,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236426/2020|EPI_ISL_536129|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236426/2020|EPI_ISL_536129|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00234905/2020|EPI_ISL_536080|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00234905/2020|EPI_ISL_536080|2020-03-24,QC
1461,1461,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235552/2020|EPI_ISL_536099|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235552/2020|EPI_ISL_536099|2020-03-24,QC
1469,1469,Unsampled
hCoV-19/Canada/QC-LSPQ-L00224812/2020|EPI_ISL_535824|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00224812/2020|EPI_ISL_535824|2020-03-17,QC
1096,1096,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233835/2020|EPI_ISL_536041|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233835/2020|EPI_ISL_536041|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00239296/2020|EPI_ISL_536243|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239296/2020|EPI_ISL_536243|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00234872/2020|EPI_ISL_536075|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00234872/2020|EPI_ISL_536075|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00239194/2020|EPI_ISL_536237|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239194/2020|EPI_ISL_536237|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00234676/2020|EPI_ISL_536068|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234676/2020|EPI_ISL_536068|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00238922/2020|EPI_ISL_536228|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238922/2020|EPI_ISL_536228|2020-03-26,QC
1456,1456,Unsampled
1028,1028,Unsampled
hCoV-19/Canada/NB_263/2020|EPI_ISL_481753|2020-04-06,hCoV-19/Canada/NB_263/2020|EPI_ISL_481753|2020-04-06,NB
hCoV-19/Canada/QC-LSPQ-L00231415/2020|EPI_ISL_535954|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231415/2020|EPI_ISL_535954|2020-03-22,QC
hCoV-19/Canada/NB_270/2020|EPI_ISL_481755|2020-04-10,hCoV-19/Canada/NB_270/2020|EPI_ISL_481755|2020-04-10,NB
1186,1186,Unsampled
1481,1481,Unsampled
hCoV-19/Canada/QC-LSPQ-L00217574/2020|EPI_ISL_535765|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217574/2020|EPI_ISL_535765|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00234871/2020|EPI_ISL_536074|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234871/2020|EPI_ISL_536074|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00234397/2020|EPI_ISL_536053|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234397/2020|EPI_ISL_536053|2020-03-23,QC
1196,1196,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234790/2020|EPI_ISL_536070|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234790/2020|EPI_ISL_536070|2020-03-23,QC
1359,1359,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229727/2020|EPI_ISL_535901|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229727/2020|EPI_ISL_535901|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00231805/2020|EPI_ISL_535963|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00231805/2020|EPI_ISL_535963|2020-03-20,QC
1240,1240,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233063/2020|EPI_ISL_536008|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233063/2020|EPI_ISL_536008|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00236653/2020|EPI_ISL_536145|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236653/2020|EPI_ISL_536145|2020-03-25,QC
1453,1453,Unsampled
hCoV-19/Canada/QC-LSPQ-L00218475/2020|EPI_ISL_535782|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218475/2020|EPI_ISL_535782|2020-03-14,QC
1250,1250,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229671/2020|EPI_ISL_535899|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229671/2020|EPI_ISL_535899|2020-03-20,QC
1223,1223,Unsampled
hCoV-19/Canada/QC-LSPQ-L00225894/2020|EPI_ISL_535839|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00225894/2020|EPI_ISL_535839|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00227094/2020|EPI_ISL_535857|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00227094/2020|EPI_ISL_535857|2020-03-18,QC
hCoV-19/Canada/QC-LSPQ-L00229929/2020|EPI_ISL_535905|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00229929/2020|EPI_ISL_535905|2020-03-19,QC
1354,1354,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232148/2020|EPI_ISL_535980|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232148/2020|EPI_ISL_535980|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00232070/2020|EPI_ISL_535972|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232070/2020|EPI_ISL_535972|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00235380/2020|EPI_ISL_536096|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235380/2020|EPI_ISL_536096|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00242033/2020|EPI_ISL_536305|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00242033/2020|EPI_ISL_536305|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00238803/2020|EPI_ISL_536220|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00238803/2020|EPI_ISL_536220|2020-03-26,QC
1040,1040,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239255/2020|EPI_ISL_536241|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239255/2020|EPI_ISL_536241|2020-03-26,QC
hCoV-19/Canada/Qc-L00241026/2020|EPI_ISL_450309|2020-03-27,hCoV-19/Canada/Qc-L00241026/2020|EPI_ISL_450309|2020-03-27,QC
hCoV-19/Canada/QC_AI9/2020|EPI_ISL_463918|2020-04-07,hCoV-19/Canada/QC_AI9/2020|EPI_ISL_463918|2020-04-07,QC
hCoV-19/Canada/QC-LSPQ-L00232073/2020|EPI_ISL_535973|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232073/2020|EPI_ISL_535973|2020-03-22,QC
1221,1221,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235378/2020|EPI_ISL_536095|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235378/2020|EPI_ISL_536095|2020-03-24,QC
1459,1459,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235261/2020|EPI_ISL_536092|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235261/2020|EPI_ISL_536092|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00239402/2020|EPI_ISL_536249|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00239402/2020|EPI_ISL_536249|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00236573/2020|EPI_ISL_536138|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236573/2020|EPI_ISL_536138|2020-03-24,QC
1458,1458,Unsampled
1057,1057,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239991/2020|EPI_ISL_536260|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00239991/2020|EPI_ISL_536260|2020-03-25,QC
1177,1177,Unsampled
hCoV-19/Canada/ON-OICR-SLB2796/2020|EPI_ISL_538328|2020-03-28,hCoV-19/Canada/ON-OICR-SLB2796/2020|EPI_ISL_538328|2020-03-28,ON
hCoV-19/Canada/QC-LSPQ-L00218472/2020|EPI_ISL_535781|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218472/2020|EPI_ISL_535781|2020-03-14,QC
hCoV-19/Canada/ON_MU-S306/2020|EPI_ISL_463979|2020-03-28,hCoV-19/Canada/ON_MU-S306/2020|EPI_ISL_463979|2020-03-28,ON
hCoV-19/Canada/QC-LSPQ-L00230666/2020|EPI_ISL_535927|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230666/2020|EPI_ISL_535927|2020-03-21,QC
1483,1483,Unsampled
hCoV-19/Canada/QC-LSPQ-L00244338/2020|EPI_ISL_536393|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244338/2020|EPI_ISL_536393|2020-03-31,QC
hCoV-19/Canada/ON-UHTC_0047/2020|EPI_ISL_464012|2020-04-02,hCoV-19/Canada/ON-UHTC_0047/2020|EPI_ISL_464012|2020-04-02,ON
hCoV-19/Canada/QC-LSPQ-L00230637/2020|EPI_ISL_535925|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230637/2020|EPI_ISL_535925|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00243222/2020|EPI_ISL_536350|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243222/2020|EPI_ISL_536350|2020-03-30,QC
hCoV-19/Canada/QC-LSPQ-L00230647/2020|EPI_ISL_535926|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230647/2020|EPI_ISL_535926|2020-03-21,QC
1208,1208,Unsampled
hCoV-19/Canada/ON_MU-S218/2020|EPI_ISL_463974|2020-03-26,hCoV-19/Canada/ON_MU-S218/2020|EPI_ISL_463974|2020-03-26,ON
hCoV-19/Canada/QC-LSPQ-L00235866/2020|EPI_ISL_536113|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00235866/2020|EPI_ISL_536113|2020-03-22,QC
1228,1228,Unsampled
hCoV-19/Canada/QC-LSPQ-L00242547/2020|EPI_ISL_536325|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242547/2020|EPI_ISL_536325|2020-03-29,QC
hCoV-19/Canada/QC-LSPQ-L00237942/2020|EPI_ISL_536201|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237942/2020|EPI_ISL_536201|2020-03-25,QC
1173,1173,Unsampled
hCoV-19/Canada/QC-LSPQ-L00228687/2020|EPI_ISL_535875|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228687/2020|EPI_ISL_535875|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00235295/2020|EPI_ISL_536094|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235295/2020|EPI_ISL_536094|2020-03-24,QC
1352,1352,Unsampled
hCoV-19/Canada/QC-LSPQ-L00219335/2020|EPI_ISL_535791|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00219335/2020|EPI_ISL_535791|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00231634/2020|EPI_ISL_535959|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00231634/2020|EPI_ISL_535959|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00234878/2020|EPI_ISL_536077|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00234878/2020|EPI_ISL_536077|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00231779/2020|EPI_ISL_535962|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231779/2020|EPI_ISL_535962|2020-03-22,QC
1143,1143,Unsampled
hCoV-19/Canada/QC-LSPQ-L00221391/2020|EPI_ISL_535808|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00221391/2020|EPI_ISL_535808|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00218308/2020|EPI_ISL_535774|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218308/2020|EPI_ISL_535774|2020-03-14,QC
1477,1477,Unsampled
hCoV-19/Canada/QC-LSPQ-L00220546/2020|EPI_ISL_535799|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220546/2020|EPI_ISL_535799|2020-03-15,QC
1324,1324,Unsampled
hCoV-19/Canada/QC-LSPQ-L00220933/2020|EPI_ISL_535806|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220933/2020|EPI_ISL_535806|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00227658/2020|EPI_ISL_535865|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00227658/2020|EPI_ISL_535865|2020-03-19,QC
1434,1434,Unsampled
hCoV-19/Canada/QC-LSPQ-L00219533/2020|EPI_ISL_535793|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00219533/2020|EPI_ISL_535793|2020-03-15,QC
1493,1493,Unsampled
1409,1409,Unsampled
hCoV-19/Canada/BC_7493713/2020|EPI_ISL_418844|2020-03-12,hCoV-19/Canada/BC_7493713/2020|EPI_ISL_418844|2020-03-12,BC
1064,1064,Unsampled
hCoV-19/Canada/NB-206/2020|EPI_ISL_479627|2020-03-27,hCoV-19/Canada/NB-206/2020|EPI_ISL_479627|2020-03-27,NB
1043,1043,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234533/2020|EPI_ISL_536056|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234533/2020|EPI_ISL_536056|2020-03-23,QC
1031,1031,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241444/2020|EPI_ISL_536282|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241444/2020|EPI_ISL_536282|2020-03-27,QC
1133,1133,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232614/2020|EPI_ISL_535992|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232614/2020|EPI_ISL_535992|2020-03-22,QC
1152,1152,Unsampled
hCoV-19/Canada/Qc-L00241349/2020|EPI_ISL_465703|2020-03-27,hCoV-19/Canada/Qc-L00241349/2020|EPI_ISL_465703|2020-03-27,QC
1203,1203,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234537/2020|EPI_ISL_536057|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234537/2020|EPI_ISL_536057|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00237490/2020|EPI_ISL_536182|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237490/2020|EPI_ISL_536182|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00241439/2020|EPI_ISL_536281|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241439/2020|EPI_ISL_536281|2020-03-27,QC
1213,1213,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241435/2020|EPI_ISL_536280|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00241435/2020|EPI_ISL_536280|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00241648/2020|EPI_ISL_536286|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241648/2020|EPI_ISL_536286|2020-03-28,QC
hCoV-19/Canada/NL_97/2020|EPI_ISL_469236|2020-03-22,hCoV-19/Canada/NL_97/2020|EPI_ISL_469236|2020-03-22,NL
hCoV-19/Canada/NL_95/2020|EPI_ISL_469234|2020-03-22,hCoV-19/Canada/NL_95/2020|EPI_ISL_469234|2020-03-22,NL
1278,1278,Unsampled
1158,1158,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233585/2020|EPI_ISL_536029|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233585/2020|EPI_ISL_536029|2020-03-23,QC
1399,1399,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229363/2020|EPI_ISL_535891|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229363/2020|EPI_ISL_535891|2020-03-20,QC
hCoV-19/Canada/Qc-L00240652/2020|EPI_ISL_450304|2020-03-27,hCoV-19/Canada/Qc-L00240652/2020|EPI_ISL_450304|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00231156/2020|EPI_ISL_535945|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00231156/2020|EPI_ISL_535945|2020-03-21,QC
1401,1401,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239009/2020|EPI_ISL_536230|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00239009/2020|EPI_ISL_536230|2020-03-22,QC
1089,1089,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232187/2020|EPI_ISL_535981|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232187/2020|EPI_ISL_535981|2020-03-22,QC
1127,1127,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232603/2020|EPI_ISL_535990|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232603/2020|EPI_ISL_535990|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00242505/2020|EPI_ISL_536323|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242505/2020|EPI_ISL_536323|2020-03-29,QC
hCoV-19/Canada/QC-LSPQ-L00242487/2020|EPI_ISL_536322|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242487/2020|EPI_ISL_536322|2020-03-29,QC
1249,1249,Unsampled
1437,1437,Unsampled
hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00217833/2020|EPI_ISL_535768|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217833/2020|EPI_ISL_535768|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00217831/2020|EPI_ISL_535767|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217831/2020|EPI_ISL_535767|2020-03-13,QC
1300,1300,Unsampled
1294,1294,Unsampled
hCoV-19/Canada/QC-LSPQ-L00220897/2020|EPI_ISL_535805|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00220897/2020|EPI_ISL_535805|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00228636/2020|EPI_ISL_535874|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228636/2020|EPI_ISL_535874|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00233793/2020|EPI_ISL_536039|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233793/2020|EPI_ISL_536039|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00243797/2020|EPI_ISL_536379|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243797/2020|EPI_ISL_536379|2020-03-31,QC
hCoV-19/Canada/NB_1/2020|EPI_ISL_429806|2020-03-09,hCoV-19/Canada/NB_1/2020|EPI_ISL_429806|2020-03-09,NB
1302,1302,Unsampled
hCoV-19/Canada/QC-LSPQ-L00215711/2020|EPI_ISL_535735|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215711/2020|EPI_ISL_535735|2020-03-12,QC
hCoV-19/Canada/NB_21/2020|EPI_ISL_429811|2020-03-12,hCoV-19/Canada/NB_21/2020|EPI_ISL_429811|2020-03-12,NB
hCoV-19/Canada/QC-LSPQ-L00232080/2020|EPI_ISL_535974|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232080/2020|EPI_ISL_535974|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00239412/2020|EPI_ISL_536251|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00239412/2020|EPI_ISL_536251|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00233681/2020|EPI_ISL_536032|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233681/2020|EPI_ISL_536032|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,QC
1214,1214,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241965/2020|EPI_ISL_536300|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241965/2020|EPI_ISL_536300|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00239249/2020|EPI_ISL_536240|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239249/2020|EPI_ISL_536240|2020-03-26,QC
1275,1275,Unsampled
hCoV-19/Canada/QC_AA3/2020|EPI_ISL_444495|2020-04-05,hCoV-19/Canada/QC_AA3/2020|EPI_ISL_444495|2020-04-05,QC
1006,1006,Unsampled
hCoV-19/Canada/QC_AQ3/2020|EPI_ISL_476511|2020-04-03,hCoV-19/Canada/QC_AQ3/2020|EPI_ISL_476511|2020-04-03,QC
hCoV-19/Canada/QC_AU7/2020|EPI_ISL_463946|2020-04-03,hCoV-19/Canada/QC_AU7/2020|EPI_ISL_463946|2020-04-03,QC
1362,1362,Unsampled
hCoV-19/Canada/QC_AS5/2020|EPI_ISL_476513|2020-04-05,hCoV-19/Canada/QC_AS5/2020|EPI_ISL_476513|2020-04-05,QC
989,989,Unsampled
hCoV-19/Canada/QC_AF1/2020|EPI_ISL_463909|2020-04-07,hCoV-19/Canada/QC_AF1/2020|EPI_ISL_463909|2020-04-07,QC
hCoV-19/Canada/QC_AY1/2020|EPI_ISL_463954|2020-04-12,hCoV-19/Canada/QC_AY1/2020|EPI_ISL_463954|2020-04-12,QC
hCoV-19/Canada/QC_AN9/2020|EPI_ISL_515222|2020-04-07,hCoV-19/Canada/QC_AN9/2020|EPI_ISL_515222|2020-04-07,QC
hCoV-19/Canada/QC_AZ6/2020|EPI_ISL_515237|2020-04-14,hCoV-19/Canada/QC_AZ6/2020|EPI_ISL_515237|2020-04-14,QC
hCoV-19/Canada/QC_AO7/2020|EPI_ISL_463922|2020-04-09,hCoV-19/Canada/QC_AO7/2020|EPI_ISL_463922|2020-04-09,QC
974,974,Unsampled
hCoV-19/Canada/Qc-L00240851/2020|EPI_ISL_465689|2020-03-27,hCoV-19/Canada/Qc-L00240851/2020|EPI_ISL_465689|2020-03-27,QC
hCoV-19/Canada/Qc-L00240846/2020|EPI_ISL_465688|2020-03-27,hCoV-19/Canada/Qc-L00240846/2020|EPI_ISL_465688|2020-03-27,QC
1055,1055,Unsampled
hCoV-19/Canada/QC_AM1/2020|EPI_ISL_476508|2020-04-09,hCoV-19/Canada/QC_AM1/2020|EPI_ISL_476508|2020-04-09,QC
hCoV-19/Canada/QC_AE4/2020|EPI_ISL_463905|2020-04-08,hCoV-19/Canada/QC_AE4/2020|EPI_ISL_463905|2020-04-08,QC
979,979,Unsampled
1353,1353,Unsampled
hCoV-19/Canada/QC_BC5/2020|EPI_ISL_463968|2020-04-09,hCoV-19/Canada/QC_BC5/2020|EPI_ISL_463968|2020-04-09,QC
hCoV-19/Canada/QC-LSPQ-L00233683/2020|EPI_ISL_536033|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233683/2020|EPI_ISL_536033|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00232810/2020|EPI_ISL_535996|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00232810/2020|EPI_ISL_535996|2020-03-23,QC
hCoV-19/Canada/Qc-L00241168/2020|EPI_ISL_450311|2020-03-27,hCoV-19/Canada/Qc-L00241168/2020|EPI_ISL_450311|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00239407/2020|EPI_ISL_536250|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00239407/2020|EPI_ISL_536250|2020-03-24,QC
1082,1082,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232925/2020|EPI_ISL_536001|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00232925/2020|EPI_ISL_536001|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00232866/2020|EPI_ISL_535999|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232866/2020|EPI_ISL_535999|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00233633/2020|EPI_ISL_536030|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233633/2020|EPI_ISL_536030|2020-03-23,QC
1080,1080,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233721/2020|EPI_ISL_536037|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233721/2020|EPI_ISL_536037|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00239391/2020|EPI_ISL_536246|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00239391/2020|EPI_ISL_536246|2020-03-24,QC
1276,1276,Unsampled
hCoV-19/Canada/QC_AA4/2020|EPI_ISL_476498|2020-04-05,hCoV-19/Canada/QC_AA4/2020|EPI_ISL_476498|2020-04-05,QC
hCoV-19/Canada/QC_AY6/2020|EPI_ISL_515235|2020-04-07,hCoV-19/Canada/QC_AY6/2020|EPI_ISL_515235|2020-04-07,QC
1303,1303,Unsampled
hCoV-19/Canada/QC_AC9/2020|EPI_ISL_476499|2020-04-06,hCoV-19/Canada/QC_AC9/2020|EPI_ISL_476499|2020-04-06,QC
997,997,Unsampled
hCoV-19/Canada/QC_AE9/2020|EPI_ISL_463908|2020-04-06,hCoV-19/Canada/QC_AE9/2020|EPI_ISL_463908|2020-04-06,QC
995,995,Unsampled
hCoV-19/Canada/QC_AG4/2020|EPI_ISL_463913|2020-04-11,hCoV-19/Canada/QC_AG4/2020|EPI_ISL_463913|2020-04-11,QC
hCoV-19/Canada/QC_BB9/2020|EPI_ISL_515244|2020-04-13,hCoV-19/Canada/QC_BB9/2020|EPI_ISL_515244|2020-04-13,QC
hCoV-19/Canada/QC_AU6/2020|EPI_ISL_515230|2020-04-05,hCoV-19/Canada/QC_AU6/2020|EPI_ISL_515230|2020-04-05,QC
hCoV-19/Canada/QC_AD7/2020|EPI_ISL_476501|2020-04-04,hCoV-19/Canada/QC_AD7/2020|EPI_ISL_476501|2020-04-04,QC
1041,1041,Unsampled
hCoV-19/Canada/QC_AK6/2020|EPI_ISL_515209|2020-04-17,hCoV-19/Canada/QC_AK6/2020|EPI_ISL_515209|2020-04-17,QC
hCoV-19/Canada/QC_AK9/2020|EPI_ISL_515210|2020-04-17,hCoV-19/Canada/QC_AK9/2020|EPI_ISL_515210|2020-04-17,QC
hCoV-19/Canada/QC_AO3/2020|EPI_ISL_463920|2020-04-09,hCoV-19/Canada/QC_AO3/2020|EPI_ISL_463920|2020-04-09,QC
hCoV-19/Canada/QC_AQ5/2020|EPI_ISL_463929|2020-04-03,hCoV-19/Canada/QC_AQ5/2020|EPI_ISL_463929|2020-04-03,QC
hCoV-19/Canada/QC_BA6/2020|EPI_ISL_463963|2020-04-13,hCoV-19/Canada/QC_BA6/2020|EPI_ISL_463963|2020-04-13,QC
hCoV-19/Canada/QC_AR6/2020|EPI_ISL_463933|2020-04-01,hCoV-19/Canada/QC_AR6/2020|EPI_ISL_463933|2020-04-01,QC
hCoV-19/Canada/QC_AF2/2020|EPI_ISL_463910|2020-04-05,hCoV-19/Canada/QC_AF2/2020|EPI_ISL_463910|2020-04-05,QC
1017,1017,Unsampled
hCoV-19/Canada/Qc-L00241208/2020|EPI_ISL_450314|2020-03-27,hCoV-19/Canada/Qc-L00241208/2020|EPI_ISL_450314|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00243994/2020|EPI_ISL_536386|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243994/2020|EPI_ISL_536386|2020-03-31,QC
hCoV-19/Canada/NB_35/2020|EPI_ISL_429816|2020-03-14,hCoV-19/Canada/NB_35/2020|EPI_ISL_429816|2020-03-14,NB
